"loss" "type" "transformation"
0.540505932486631 "training" "CLR"
0.544833653631907 "training" "CLR"
0.549389413435829 "training" "CLR"
0.544872437611408 "training" "CLR"
0.559710477941176 "training" "CLR"
0.528760583778966 "training" "CLR"
0.5423906807041 "training" "CLR"
0.548551066733512 "training" "CLR"
0.537223080993761 "training" "CLR"
0.553747005904635 "training" "CLR"
0.542392566782811 "test" "CLR"
0.542392566782811 "test" "CLR"
0.519163763066202 "test" "CLR"
0.542392566782811 "test" "CLR"
0.542392566782811 "test" "CLR"
0.542392566782811 "test" "CLR"
0.519163763066202 "test" "CLR"
0.519163763066202 "test" "CLR"
0.542392566782811 "test" "CLR"
0.519163763066202 "test" "CLR"
