"loss" "type" "transformation"
0.829519543258674 "training" "CLR"
0.828344532279315 "training" "CLR"
0.830646464646465 "training" "CLR"
0.829634387351779 "training" "CLR"
0.830643170838823 "training" "CLR"
0.831057092665788 "training" "CLR"
0.832703118137901 "training" "CLR"
0.834429073342117 "training" "CLR"
0.829655028546333 "training" "CLR"
0.825936319718928 "training" "CLR"
0.898706896551724 "test" "CLR"
0.898706896551724 "test" "CLR"
0.898706896551724 "test" "CLR"
0.898706896551724 "test" "CLR"
0.898706896551724 "test" "CLR"
0.898706896551724 "test" "CLR"
0.898706896551724 "test" "CLR"
0.898706896551724 "test" "CLR"
0.898706896551724 "test" "CLR"
0.898706896551724 "test" "CLR"
