loss	type	model	dataset	filtering	procedure	set
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.591171807	test	pred_bal_1	I11	90	imputation	leaky
0.594726612	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.647324625	training	model_bal_0	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.647813731	training	model_bal_0	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.633946154	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.630862871	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.624494911	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.641757455	test	pred_bal_0	I11	90	imputation	leaky
0.638867577	test	pred_bal_0	I11	90	imputation	leaky
0.639532505	test	pred_bal_0	I11	90	imputation	leaky
0.629942202	test	pred_bal_0	I11	90	imputation	leaky
0.642473531	test	pred_bal_0	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.591171807	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.591171807	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.647324625	training	model_bal_0	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.647813731	training	model_bal_0	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.633946154	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.630862871	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.624494911	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.643061736	test	pred_bal_0	I11	90	imputation	leaky
0.637102961	test	pred_bal_0	I11	90	imputation	leaky
0.638381668	test	pred_bal_0	I11	90	imputation	leaky
0.628484476	test	pred_bal_0	I11	90	imputation	leaky
0.641118101	test	pred_bal_0	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.591171807	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.591171807	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.647324625	training	model_bal_0	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.647813731	training	model_bal_0	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.633946154	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.633946154	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.630862871	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.624494911	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.638074779	test	pred_bal_0	I11	90	imputation	leaky
0.63715411	test	pred_bal_0	I11	90	imputation	leaky
0.640069562	test	pred_bal_0	I11	90	imputation	leaky
0.629072682	test	pred_bal_0	I11	90	imputation	leaky
0.63937906	test	pred_bal_0	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.591171807	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.591171807	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.591171807	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.591171807	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.647813731	training	model_bal_0	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.633946154	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.624494911	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.637819037	test	pred_bal_0	I11	90	imputation	leaky
0.641066953	test	pred_bal_0	I11	90	imputation	leaky
0.637128536	test	pred_bal_0	I11	90	imputation	leaky
0.637435425	test	pred_bal_0	I11	90	imputation	leaky
0.633650453	test	pred_bal_0	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.591171807	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.599329958	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.648668866	training	model_bal_0	I11	90	imputation	leaky
0.647813731	training	model_bal_0	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.633946154	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.643231165	training	model_bal_1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.636565905	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.624494911	test	pred_bal_0_lr1	I11	90	imputation	leaky
0.641450565	test	pred_bal_0	I11	90	imputation	leaky
0.641373843	test	pred_bal_0	I11	90	imputation	leaky
0.634724567	test	pred_bal_0	I11	90	imputation	leaky
0.639046596	test	pred_bal_0	I11	90	imputation	leaky
0.634264232	test	pred_bal_0	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.591171807	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1_lr1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.611017339	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.624546059	test	pred_bal_1	I11	90	imputation	leaky
0.812492358	training	model_bal_0	E11	90	split-imputation	non_leaky
0.812492358	training	model_bal_0	E11	90	split-imputation	non_leaky
0.812492358	training	model_bal_0	E11	90	split-imputation	non_leaky
0.812492358	training	model_bal_0	E11	90	split-imputation	non_leaky
0.812492358	training	model_bal_0	E11	90	split-imputation	non_leaky
0.812602401	training	model_bal_0	E11	90	split-imputation	non_leaky
0.812492358	training	model_bal_0	E11	90	split-imputation	non_leaky
0.812492358	training	model_bal_0	E11	90	split-imputation	non_leaky
0.812492358	training	model_bal_0	E11	90	split-imputation	non_leaky
0.812492358	training	model_bal_0	E11	90	split-imputation	non_leaky
0.806146529	training	model_bal_1	E11	90	split-imputation	non_leaky
0.806146529	training	model_bal_1	E11	90	split-imputation	non_leaky
0.806146529	training	model_bal_1	E11	90	split-imputation	non_leaky
0.806146529	training	model_bal_1	E11	90	split-imputation	non_leaky
0.812602401	training	model_bal_1	E11	90	split-imputation	non_leaky
0.806146529	training	model_bal_1	E11	90	split-imputation	non_leaky
0.806146529	training	model_bal_1	E11	90	split-imputation	non_leaky
0.806146529	training	model_bal_1	E11	90	split-imputation	non_leaky
0.806146529	training	model_bal_1	E11	90	split-imputation	non_leaky
0.806146529	training	model_bal_1	E11	90	split-imputation	non_leaky
0.715725806	test	pred_bal_0_lr1	E11	90	split-imputation	non_leaky
0.715725806	test	pred_bal_0_lr1	E11	90	split-imputation	non_leaky
0.715725806	test	pred_bal_0_lr1	E11	90	split-imputation	non_leaky
0.715725806	test	pred_bal_0_lr1	E11	90	split-imputation	non_leaky
0.715725806	test	pred_bal_0_lr1	E11	90	split-imputation	non_leaky
0.731854839	test	pred_bal_0_lr1	E11	90	split-imputation	non_leaky
0.715725806	test	pred_bal_0_lr1	E11	90	split-imputation	non_leaky
0.715725806	test	pred_bal_0_lr1	E11	90	split-imputation	non_leaky
0.715725806	test	pred_bal_0_lr1	E11	90	split-imputation	non_leaky
0.715725806	test	pred_bal_0_lr1	E11	90	split-imputation	non_leaky
0.709408602	test	pred_bal_0	E11	90	split-imputation	non_leaky
0.712231183	test	pred_bal_0	E11	90	split-imputation	non_leaky
0.714247312	test	pred_bal_0	E11	90	split-imputation	non_leaky
0.717137097	test	pred_bal_0	E11	90	split-imputation	non_leaky
0.710349462	test	pred_bal_0	E11	90	split-imputation	non_leaky
0.732795699	test	pred_bal_0	E11	90	split-imputation	non_leaky
0.705645161	test	pred_bal_0	E11	90	split-imputation	non_leaky
0.712567204	test	pred_bal_0	E11	90	split-imputation	non_leaky
0.706115591	test	pred_bal_0	E11	90	split-imputation	non_leaky
0.711290323	test	pred_bal_0	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1_lr1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1_lr1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1_lr1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1_lr1	E11	90	split-imputation	non_leaky
0.731854839	test	pred_bal_1_lr1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1_lr1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1_lr1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1_lr1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1_lr1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1_lr1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1	E11	90	split-imputation	non_leaky
0.731854839	test	pred_bal_1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1	E11	90	split-imputation	non_leaky
0.670766129	test	pred_bal_1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1	E11	90	split-imputation	non_leaky
0.659475806	test	pred_bal_1	E11	90	split-imputation	non_leaky
0.648668866	training	model_bal_0	I11	90	split-imputation	non_leaky
0.648668866	training	model_bal_0	I11	90	split-imputation	non_leaky
0.648668866	training	model_bal_0	I11	90	split-imputation	non_leaky
0.648668866	training	model_bal_0	I11	90	split-imputation	non_leaky
0.648668866	training	model_bal_0	I11	90	split-imputation	non_leaky
0.648668866	training	model_bal_0	I11	90	split-imputation	non_leaky
0.648668866	training	model_bal_0	I11	90	split-imputation	non_leaky
0.648668866	training	model_bal_0	I11	90	split-imputation	non_leaky
0.648668866	training	model_bal_0	I11	90	split-imputation	non_leaky
0.647813731	training	model_bal_0	I11	90	split-imputation	non_leaky
0.643231165	training	model_bal_1	I11	90	split-imputation	non_leaky
0.643231165	training	model_bal_1	I11	90	split-imputation	non_leaky
0.633946154	training	model_bal_1	I11	90	split-imputation	non_leaky
0.633946154	training	model_bal_1	I11	90	split-imputation	non_leaky
0.643231165	training	model_bal_1	I11	90	split-imputation	non_leaky
0.633946154	training	model_bal_1	I11	90	split-imputation	non_leaky
0.633946154	training	model_bal_1	I11	90	split-imputation	non_leaky
0.633946154	training	model_bal_1	I11	90	split-imputation	non_leaky
0.633946154	training	model_bal_1	I11	90	split-imputation	non_leaky
0.647324625	training	model_bal_1	I11	90	split-imputation	non_leaky
0.636565905	test	pred_bal_0_lr1	I11	90	split-imputation	non_leaky
0.636565905	test	pred_bal_0_lr1	I11	90	split-imputation	non_leaky
0.636565905	test	pred_bal_0_lr1	I11	90	split-imputation	non_leaky
0.636565905	test	pred_bal_0_lr1	I11	90	split-imputation	non_leaky
0.636565905	test	pred_bal_0_lr1	I11	90	split-imputation	non_leaky
0.636565905	test	pred_bal_0_lr1	I11	90	split-imputation	non_leaky
0.636565905	test	pred_bal_0_lr1	I11	90	split-imputation	non_leaky
0.636565905	test	pred_bal_0_lr1	I11	90	split-imputation	non_leaky
0.636565905	test	pred_bal_0_lr1	I11	90	split-imputation	non_leaky
0.624494911	test	pred_bal_0_lr1	I11	90	split-imputation	non_leaky
0.637205258	test	pred_bal_0	I11	90	split-imputation	non_leaky
0.636259015	test	pred_bal_0	I11	90	split-imputation	non_leaky
0.632806506	test	pred_bal_0	I11	90	split-imputation	non_leaky
0.638049205	test	pred_bal_0	I11	90	split-imputation	non_leaky
0.638867577	test	pred_bal_0	I11	90	split-imputation	non_leaky
0.633011099	test	pred_bal_0	I11	90	split-imputation	non_leaky
0.63907217	test	pred_bal_0	I11	90	split-imputation	non_leaky
0.637512148	test	pred_bal_0	I11	90	split-imputation	non_leaky
0.639506931	test	pred_bal_0	I11	90	split-imputation	non_leaky
0.629226127	test	pred_bal_0	I11	90	split-imputation	non_leaky
0.624546059	test	pred_bal_1_lr1	I11	90	split-imputation	non_leaky
0.624546059	test	pred_bal_1_lr1	I11	90	split-imputation	non_leaky
0.591171807	test	pred_bal_1_lr1	I11	90	split-imputation	non_leaky
0.591171807	test	pred_bal_1_lr1	I11	90	split-imputation	non_leaky
0.624546059	test	pred_bal_1_lr1	I11	90	split-imputation	non_leaky
0.591171807	test	pred_bal_1_lr1	I11	90	split-imputation	non_leaky
0.591171807	test	pred_bal_1_lr1	I11	90	split-imputation	non_leaky
0.591171807	test	pred_bal_1_lr1	I11	90	split-imputation	non_leaky
0.591171807	test	pred_bal_1_lr1	I11	90	split-imputation	non_leaky
0.630862871	test	pred_bal_1_lr1	I11	90	split-imputation	non_leaky
0.624546059	test	pred_bal_1	I11	90	split-imputation	non_leaky
0.624546059	test	pred_bal_1	I11	90	split-imputation	non_leaky
0.591171807	test	pred_bal_1	I11	90	split-imputation	non_leaky
0.591171807	test	pred_bal_1	I11	90	split-imputation	non_leaky
0.624546059	test	pred_bal_1	I11	90	split-imputation	non_leaky
0.591171807	test	pred_bal_1	I11	90	split-imputation	non_leaky
0.591171807	test	pred_bal_1	I11	90	split-imputation	non_leaky
0.591171807	test	pred_bal_1	I11	90	split-imputation	non_leaky
0.591171807	test	pred_bal_1	I11	90	split-imputation	non_leaky
0.630862871	test	pred_bal_1	I11	90	split-imputation	non_leaky
