"loss" "model" "dataset" "filtering" "type"
0.748460591133005 "pred_bal_1_lr1" "CRC" "50" "test"
0.748460591133005 "pred_bal_1_lr1" "CRC" "50" "test"
0.745381773399015 "pred_bal_1_lr1" "CRC" "50" "test"
0.739224137931034 "pred_bal_1_lr1" "CRC" "50" "test"
0.731527093596059 "pred_bal_1" "CRC" "50" "test"
0.749076354679803 "pred_bal_1" "CRC" "50" "test"
0.749384236453202 "pred_bal_1" "CRC" "50" "test"
0.731527093596059 "pred_bal_1" "CRC" "50" "test"
0.73429802955665 "pred_bal_1" "CRC" "50" "test"
0.728756157635468 "pred_bal_1" "CRC" "50" "test"
0.748460591133005 "pred_bal_1" "CRC" "50" "test"
0.748460591133005 "pred_bal_1" "CRC" "50" "test"
0.745381773399015 "pred_bal_1" "CRC" "50" "test"
0.739224137931034 "pred_bal_1" "CRC" "50" "test"
