"loss" "type" "transformation"
0.837586910561632 "training" "CLR"
0.83753491946768 "training" "CLR"
0.838971167693109 "training" "CLR"
0.839519972219669 "training" "CLR"
0.839174980339288 "training" "CLR"
0.838897953243252 "training" "CLR"
0.83504024573337 "training" "CLR"
0.840455086762468 "training" "CLR"
0.839581829416511 "training" "CLR"
0.835896216972557 "training" "CLR"
0.838055555555556 "test" "CLR"
0.838055555555556 "test" "CLR"
0.838055555555556 "test" "CLR"
0.838055555555556 "test" "CLR"
0.838055555555556 "test" "CLR"
0.838055555555556 "test" "CLR"
0.838055555555556 "test" "CLR"
0.838055555555556 "test" "CLR"
0.838055555555556 "test" "CLR"
0.838055555555556 "test" "CLR"
